id,ts,user_id,conversation_id,trace_id,event_type,payload_json
1,2026-06-01T12:10:20+00:00,smoke_user,,,supervisor.route,"{""route"": ""rag"", ""target_year"": 2024, ""covered_years"": [2020, 2021, 2022, 2024], ""resolved_today"": ""2026-06-01"", ""clarifier_reason"": null}"
2,2026-06-01T12:10:25+00:00,smoke_user,,,rag.retrieve,"{""where"": {""year"": 2024}, ""k"": 5, ""reformulated_query"": ""What is the refund period according to the 2024 customer guidelines?"", ""sources"": [""Enhanced_Customer_Guidelines_2024.pdf""]}"
3,2026-06-01T12:10:38+00:00,smoke_user,,,rag.answer,"{""retry_count"": 0, ""answer_chars"": 307, ""duration_s"": 13.049, ""target_year"": 2024}"
4,2026-06-01T12:10:43+00:00,smoke_user,,,validator.judge,"{""grounded"": true, ""citations_ok"": true, ""critique"": ""Answer accurately reflects the context."", ""retry_count"": 0, ""terminal"": true}"
5,2026-06-01T12:10:44+00:00,smoke_user,,,supervisor.route,"{""route"": ""rag"", ""target_year"": 2020, ""covered_years"": [2020, 2021, 2022, 2024], ""resolved_today"": ""2026-06-01"", ""clarifier_reason"": null}"
6,2026-06-01T12:10:49+00:00,smoke_user,,,rag.retrieve,"{""where"": {""year"": 2020}, ""k"": 0, ""reformulated_query"": ""How should refunds without receipts but with bank transactions be handled in the 2020 policy?"", ""sources"": []}"
7,2026-06-01T12:11:05+00:00,smoke_user,,,rag.answer,"{""retry_count"": 0, ""answer_chars"": 605, ""duration_s"": 15.472, ""target_year"": 2020}"
8,2026-06-01T12:11:09+00:00,smoke_user,,,validator.judge,"{""grounded"": false, ""citations_ok"": false, ""critique"": ""No context provided for verification."", ""retry_count"": 0, ""terminal"": false}"
9,2026-06-01T12:11:10+00:00,smoke_user,,,supervisor.route,"{""route"": ""rag"", ""target_year"": 2024, ""covered_years"": [2020, 2021, 2022, 2024], ""resolved_today"": ""2026-06-01"", ""clarifier_reason"": null}"
10,2026-06-01T12:11:15+00:00,smoke_user,,,rag.retrieve,"{""where"": {""year"": 2024}, ""k"": 5, ""reformulated_query"": ""What is the procedure for handling suspected theft incidents according to the 2024 policy guidelines?"", ""sources"": [""Enhanced_Customer_Guidelines_2024.pdf""]}"
11,2026-06-01T12:11:52+00:00,smoke_user,,,rag.answer,"{""retry_count"": 0, ""answer_chars"": 1272, ""duration_s"": 37.176, ""target_year"": 2024}"
12,2026-06-01T12:11:58+00:00,smoke_user,,,validator.judge,"{""grounded"": true, ""citations_ok"": true, ""critique"": ""Answer accurately reflects the context."", ""retry_count"": 0, ""terminal"": true}"
13,2026-06-01T12:11:59+00:00,smoke_user,,,supervisor.route,"{""route"": ""report"", ""target_year"": 2024, ""covered_years"": [2020, 2021, 2022, 2024], ""resolved_today"": ""2026-06-01"", ""clarifier_reason"": null}"
14,2026-06-01T12:12:09+00:00,smoke_user,,,report.generate,"{""target_year"": 2024, ""chunk_count"": 10, ""chart_present"": false, ""markdown_chars"": 669, ""sources"": [""Enhanced_Customer_Guidelines_2024.pdf""]}"
15,2026-06-01T12:12:10+00:00,smoke_user,,,supervisor.route,"{""route"": ""out_of_scope"", ""target_year"": 2024, ""covered_years"": [2020, 2021, 2022, 2024], ""resolved_today"": ""2026-06-01"", ""clarifier_reason"": null}"
16,2026-06-01T12:12:10+00:00,smoke_user,,,decline.canned,"{""reason"": ""out_of_scope""}"
17,2026-06-01T12:12:11+00:00,smoke_user,,,supervisor.route,"{""route"": ""rag"", ""target_year"": 2024, ""covered_years"": [2020, 2021, 2022, 2024], ""resolved_today"": ""2026-06-01"", ""clarifier_reason"": null}"
18,2026-06-01T12:12:16+00:00,smoke_user,,,rag.retrieve,"{""where"": {""year"": 2024}, ""k"": 5, ""reformulated_query"": ""What is the refund window in the 2024 customer guidelines?"", ""sources"": [""Enhanced_Customer_Guidelines_2024.pdf""]}"
19,2026-06-01T12:12:31+00:00,smoke_user,,,rag.answer,"{""retry_count"": 0, ""answer_chars"": 343, ""duration_s"": 14.53, ""target_year"": 2024}"
20,2026-06-01T12:12:36+00:00,smoke_user,,,validator.judge,"{""grounded"": true, ""citations_ok"": true, ""critique"": ""Answer is accurate and well-supported by context."", ""retry_count"": 0, ""terminal"": true}"
21,2026-06-01T12:12:37+00:00,smoke_user,,,supervisor.route,"{""route"": ""out_of_year"", ""target_year"": 2023, ""covered_years"": [2020, 2021, 2022, 2024], ""resolved_today"": ""2026-06-01""}"
22,2026-06-01T12:12:37+00:00,smoke_user,,,year_fallback,"{""requested"": 2023, ""offered"": [2022, 2024], ""covered_years"": [2020, 2021, 2022, 2024]}"
